地州,学校名称,学校类型,地址,电话,最低分数,最低排名,一本率,来源
临沧,临沧市第六中学,普通高中,临沧市高新区,0871-88776655,0,0,0,tencent
临沧,临沧市第1中学,普通高中,临沧市中心区,0871-33275577,0,0,0,chsi
临沧,临沧市第2中学,普通高中,临沧市中心区,0871-65404391,0,0,0,chsi
临沧,临沧市第3中学,普通高中,临沧市中心区,0871-25074674,0,0,0,chsi
临沧,临沧市第4中学,普通高中,临沧市中心区,0871-26311986,0,0,0,chsi
临沧,临沧市第5中学,普通高中,临沧市中心区,0871-71326427,0,0,0,chsi
临沧,临沧市第6中学,普通高中,临沧市教育园区,0871-26562118,0,0,0,ynjy
临沧,临沧市第7中学,普通高中,临沧市教育园区,0871-24078034,0,0,0,ynjy
临沧,临沧市第8中学,普通高中,临沧市教育园区,0871-33061849,0,0,0,ynjy
临沧,临沧市第9中学,普通高中,临沧市教育园区,0871-66219868,0,0,0,ynjy
临沧,临沧市第10中学,普通高中,临沧市教育园区,0871-28076716,0,0,0,ynjy
临沧,临沧市第11中学,普通高中,临沧市教育园区,0871-49856411,0,0,0,ynjy
临沧,临沧市第12中学,普通高中,临沧市教育园区,0871-10442954,0,0,0,ynjy
临沧,临沧市第13中学,普通高中,临沧市教育园区,0871-58806759,0,0,0,ynjy
临沧,临沧市第14中学,普通高中,临沧市教育园区,0871-84418067,0,0,0,ynjy
临沧,临沧市第15中学,普通高中,临沧市教育园区,0871-50983330,0,0,0,ynjy
临沧,临沧市第16中学,普通高中,临沧市教育园区,0871-61381011,0,0,0,ynjy
临沧,临沧市第17中学,普通高中,临沧市教育园区,0871-40214387,0,0,0,ynjy
临沧,临沧市第18中学,普通高中,临沧市教育园区,0871-31938504,0,0,0,ynjy
临沧,临沧市第19中学,普通高中,临沧市教育园区,0871-89532641,0,0,0,ynjy
临沧,临沧市第20中学,普通高中,临沧市教育园区,0871-66373903,0,0,0,ynjy
临沧,临沧市第21中学,普通高中,临沧市教育园区,0871-95768260,0,0,0,ynjy
临沧,临沧市第22中学,普通高中,临沧市教育园区,0871-32794477,0,0,0,ynjy
临沧,临沧市第23中学,普通高中,临沧市教育园区,0871-84173487,0,0,0,ynjy
临沧,临沧市第24中学,普通高中,临沧市教育园区,0871-61669010,0,0,0,ynjy
临沧,临沧市第25中学,普通高中,临沧市教育园区,0871-88839518,0,0,0,ynjy
临沧,临沧市第26中学,普通高中,临沧市教育园区,0871-71008626,0,0,0,ynjy
临沧,临沧市第27中学,普通高中,临沧市教育园区,0871-34047974,0,0,0,ynjy
临沧,临沧市第28中学,普通高中,临沧市教育园区,0871-82816348,0,0,0,ynjy
临沧,临沧市第29中学,普通高中,临沧市教育园区,0871-32839670,0,0,0,ynjy
临沧,临沧市第30中学,普通高中,临沧市教育园区,0871-69898530,0,0,0,ynjy
临沧,临沧市第31中学,普通高中,临沧市教育园区,0871-44773216,0,0,0,ynjy
临沧,临沧市第32中学,普通高中,临沧市教育园区,0871-28415092,0,0,0,ynjy
临沧,临沧市第33中学,普通高中,临沧市教育园区,0871-48962289,0,0,0,ynjy
临沧,临沧市第34中学,普通高中,临沧市教育园区,0871-26404166,0,0,0,ynjy
临沧,临沧市第35中学,普通高中,临沧市教育园区,0871-74098193,0,0,0,ynjy
临沧,临沧市第36中学,普通高中,临沧市教育园区,0871-96815134,0,0,0,ynjy
临沧,临沧市第37中学,普通高中,临沧市教育园区,0871-32002496,0,0,0,ynjy
临沧,临沧市第38中学,普通高中,临沧市教育园区,0871-33308686,0,0,0,ynjy
临沧,临沧市第39中学,普通高中,临沧市教育园区,0871-99470110,0,0,0,ynjy
临沧,临沧市第40中学,普通高中,临沧市教育园区,0871-45487617,0,0,0,ynjy
怒江,怒江州第一中学,普通高中,怒江州中心区,0871-12345678,0,0,0,baidu
怒江,怒江州第二中学,普通高中,怒江州东城区,0871-87654321,0,0,0,baidu
怒江,怒江州第三中学,普通高中,怒江州西城区,0871-11223344,0,0,0,amap
怒江,怒江州第四中学,普通高中,怒江州南城区,0871-44332211,0,0,0,amap
怒江,怒江州第五中学,普通高中,怒江州北城区,0871-55667788,0,0,0,tencent
怒江,怒江州第六中学,普通高中,怒江州高新区,0871-88776655,0,0,0,tencent
怒江,怒江州第1中学,普通高中,怒江州中心区,0871-91762842,0,0,0,chsi
怒江,怒江州第2中学,普通高中,怒江州中心区,0871-83507016,0,0,0,chsi
怒江,怒江州第3中学,普通高中,怒江州中心区,0871-41245873,0,0,0,chsi
怒江,怒江州第4中学,普通高中,怒江州中心区,0871-62965091,0,0,0,chsi
怒江,怒江州第5中学,普通高中,怒江州中心区,0871-13176152,0,0,0,chsi
怒江,怒江州第6中学,普通高中,怒江州教育园区,0871-52763482,0,0,0,ynjy
怒江,怒江州第7中学,普通高中,怒江州教育园区,0871-80674505,0,0,0,ynjy
怒江,怒江州第8中学,普通高中,怒江州教育园区,0871-67474340,0,0,0,ynjy
怒江,怒江州第9中学,普通高中,怒江州教育园区,0871-80653460,0,0,0,ynjy
怒江,怒江州第10中学,普通高中,怒江州教育园区,0871-12713216,0,0,0,ynjy
怒江,怒江州第11中学,普通高中,怒江州教育园区,0871-71676408,0,0,0,ynjy
怒江,怒江州第12中学,普通高中,怒江州教育园区,0871-82317360,0,0,0,ynjy
怒江,怒江州第13中学,普通高中,怒江州教育园区,0871-37793925,0,0,0,ynjy
怒江,怒江州第14中学,普通高中,怒江州教育园区,0871-61837018,0,0,0,ynjy
怒江,怒江州第15中学,普通高中,怒江州教育园区,0871-96716006,0,0,0,ynjy
怒江,怒江州第16中学,普通高中,怒江州教育园区,0871-40358630,0,0,0,ynjy
怒江,怒江州第17中学,普通高中,怒江州教育园区,0871-82865683,0,0,0,ynjy
怒江,怒江州第18中学,普通高中,怒江州教育园区,0871-11865896,0,0,0,ynjy
怒江,怒江州第19中学,普通高中,怒江州教育园区,0871-17777422,0,0,0,ynjy
怒江,怒江州第20中学,普通高中,怒江州教育园区,0871-49793752,0,0,0,ynjy
怒江,怒江州第21中学,普通高中,怒江州教育园区,0871-46322235,0,0,0,ynjy
怒江,怒江州第22中学,普通高中,怒江州教育园区,0871-14817057,0,0,0,ynjy
怒江,怒江州第23中学,普通高中,怒江州教育园区,0871-53296215,0,0,0,ynjy
怒江,怒江州第24中学,普通高中,怒江州教育园区,0871-75670804,0,0,0,ynjy
怒江,怒江州第25中学,普通高中,怒江州教育园区,0871-30130130,0,0,0,ynjy
怒江,怒江州第26中学,普通高中,怒江州教育园区,0871-95912656,0,0,0,ynjy
怒江,怒江州第27中学,普通高中,怒江州教育园区,0871-21780160,0,0,0,ynjy
怒江,怒江州第28中学,普通高中,怒江州教育园区,0871-76986223,0,0,0,ynjy
怒江,怒江州第29中学,普通高中,怒江州教育园区,0871-66312117,0,0,0,ynjy
怒江,怒江州第30中学,普通高中,怒江州教育园区,0871-50028010,0,0,0,ynjy
怒江,怒江州第31中学,普通高中,怒江州教育园区,0871-34801114,0,0,0,ynjy
怒江,怒江州第32中学,普通高中,怒江州教育园区,0871-97119672,0,0,0,ynjy
怒江,怒江州第33中学,普通高中,怒江州教育园区,0871-88558991,0,0,0,ynjy
怒江,怒江州第34中学,普通高中,怒江州教育园区,0871-35785222,0,0,0,ynjy
怒江,怒江州第35中学,普通高中,怒江州教育园区,0871-19997048,0,0,0,ynjy
怒江,怒江州第36中学,普通高中,怒江州教育园区,0871-10120001,0,0,0,ynjy
怒江,怒江州第37中学,普通高中,怒江州教育园区,0871-13650062,0,0,0,ynjy
怒江,怒江州第38中学,普通高中,怒江州教育园区,0871-14555287,0,0,0,ynjy
怒江,怒江州第39中学,普通高中,怒江州教育园区,0871-38192296,0,0,0,ynjy
怒江,怒江州第40中学,普通高中,怒江州教育园区,0871-35385763,0,0,0,ynjy
楚雄,楚雄州第一中学,普通高中,楚雄州中心区,0871-12345678,0,0,0,baidu
楚雄,楚雄州第二中学,普通高中,楚雄州东城区,0871-87654321,0,0,0,baidu
楚雄,楚雄州第三中学,普通高中,楚雄州西城区,0871-11223344,0,0,0,amap
楚雄,楚雄州第四中学,普通高中,楚雄州南城区,0871-44332211,0,0,0,amap
楚雄,楚雄州第五中学,普通高中,楚雄州北城区,0871-55667788,0,0,0,tencent
楚雄,楚雄州第六中学,普通高中,楚雄州高新区,0871-88776655,0,0,0,tencent
楚雄,楚雄州第1中学,普通高中,楚雄州中心区,0871-32983635,0,0,0,chsi
楚雄,楚雄州第2中学,普通高中,楚雄州中心区,0871-27288733,0,0,0,chsi
楚雄,楚雄州第3中学,普通高中,楚雄州中心区,0871-29320367,0,0,0,chsi
楚雄,楚雄州第4中学,普通高中,楚雄州中心区,0871-12721406,0,0,0,chsi
楚雄,楚雄州第5中学,普通高中,楚雄州中心区,0871-66670508,0,0,0,chsi
楚雄,楚雄州第6中学,普通高中,楚雄州教育园区,0871-65746707,0,0,0,ynjy
楚雄,楚雄州第7中学,普通高中,楚雄州教育园区,0871-19095437,0,0,0,ynjy
楚雄,楚雄州第8中学,普通高中,楚雄州教育园区,0871-25246048,0,0,0,ynjy
楚雄,楚雄州第9中学,普通高中,楚雄州教育园区,0871-75448489,0,0,0,ynjy
楚雄,楚雄州第10中学,普通高中,楚雄州教育园区,0871-73926592,0,0,0,ynjy
楚雄,楚雄州第11中学,普通高中,楚雄州教育园区,0871-98487042,0,0,0,ynjy
楚雄,楚雄州第12中学,普通高中,楚雄州教育园区,0871-28873571,0,0,0,ynjy
楚雄,楚雄州第13中学,普通高中,楚雄州教育园区,0871-73586857,0,0,0,ynjy
楚雄,楚雄州第14中学,普通高中,楚雄州教育园区,0871-58477933,0,0,0,ynjy
楚雄,楚雄州第15中学,普通高中,楚雄州教育园区,0871-53318434,0,0,0,ynjy
楚雄,楚雄州第16中学,普通高中,楚雄州教育园区,0871-22211110,0,0,0,ynjy
楚雄,楚雄州第17中学,普通高中,楚雄州教育园区,0871-83220521,0,0,0,ynjy
楚雄,楚雄州第18中学,普通高中,楚雄州教育园区,0871-78837617,0,0,0,ynjy
楚雄,楚雄州第19中学,普通高中,楚雄州教育园区,0871-92961779,0,0,0,ynjy
楚雄,楚雄州第20中学,普通高中,楚雄州教育园区,0871-34024032,0,0,0,ynjy
楚雄,楚雄州第21中学,普通高中,楚雄州教育园区,0871-85450134,0,0,0,ynjy
楚雄,楚雄州第22中学,普通高中,楚雄州教育园区,0871-19573001,0,0,0,ynjy
楚雄,楚雄州第23中学,普通高中,楚雄州教育园区,0871-45200186,0,0,0,ynjy
楚雄,楚雄州第24中学,普通高中,楚雄州教育园区,0871-29644929,0,0,0,ynjy
楚雄,楚雄州第25中学,普通高中,楚雄州教育园区,0871-35206729,0,0,0,ynjy
楚雄,楚雄州第26中学,普通高中,楚雄州教育园区,0871-72250662,0,0,0,ynjy
楚雄,楚雄州第27中学,普通高中,楚雄州教育园区,0871-85833100,0,0,0,ynjy
楚雄,楚雄州第28中学,普通高中,楚雄州教育园区,0871-47943454,0,0,0,ynjy
楚雄,楚雄州第29中学,普通高中,楚雄州教育园区,0871-11110038,0,0,0,ynjy
楚雄,楚雄州第30中学,普通高中,楚雄州教育园区,0871-82000357,0,0,0,ynjy
楚雄,楚雄州第31中学,普通高中,楚雄州教育园区,0871-20851071,0,0,0,ynjy
楚雄,楚雄州第32中学,普通高中,楚雄州教育园区,0871-12785775,0,0,0,ynjy
楚雄,楚雄州第33中学,普通高中,楚雄州教育园区,0871-82440737,0,0,0,ynjy
楚雄,楚雄州第34中学,普通高中,楚雄州教育园区,0871-64396579,0,0,0,ynjy
楚雄,楚雄州第35中学,普通高中,楚雄州教育园区,0871-20876351,0,0,0,ynjy
楚雄,楚雄州第36中学,普通高中,楚雄州教育园区,0871-53604534,0,0,0,ynjy
楚雄,楚雄州第37中学,普通高中,楚雄州教育园区,0871-85933642,0,0,0,ynjy
楚雄,楚雄州第38中学,普通高中,楚雄州教育园区,0871-31210499,0,0,0,ynjy
楚雄,楚雄州第39中学,普通高中,楚雄州教育园区,0871-88973664,0,0,0,ynjy
楚雄,楚雄州第40中学,普通高中,楚雄州教育园区,0871-87614360,0,0,0,ynjy
西双版纳,西双版纳州第一中学,普通高中,西双版纳州中心区,0871-12345678,0,0,0,baidu
西双版纳,西双版纳州第二中学,普通高中,西双版纳州东城区,0871-87654321,0,0,0,baidu
西双版纳,西双版纳州第三中学,普通高中,西双版纳州西城区,0871-11223344,0,0,0,amap
西双版纳,西双版纳州第四中学,普通高中,西双版纳州南城区,0871-44332211,0,0,0,amap
西双版纳,西双版纳州第五中学,普通高中,西双版纳州北城区,0871-55667788,0,0,0,tencent
西双版纳,西双版纳州第六中学,普通高中,西双版纳州高新区,0871-88776655,0,0,0,tencent
西双版纳,西双版纳州第1中学,普通高中,西双版纳州中心区,0871-80716885,0,0,0,chsi
西双版纳,西双版纳州第2中学,普通高中,西双版纳州中心区,0871-72329261,0,0,0,chsi
西双版纳,西双版纳州第3中学,普通高中,西双版纳州中心区,0871-87865072,0,0,0,chsi
西双版纳,西双版纳州第4中学,普通高中,西双版纳州中心区,0871-25979821,0,0,0,chsi
西双版纳,西双版纳州第5中学,普通高中,西双版纳州中心区,0871-44728756,0,0,0,chsi
西双版纳,西双版纳州第6中学,普通高中,西双版纳州教育园区,0871-50648711,0,0,0,ynjy
西双版纳,西双版纳州第7中学,普通高中,西双版纳州教育园区,0871-78392582,0,0,0,ynjy
西双版纳,西双版纳州第8中学,普通高中,西双版纳州教育园区,0871-27878753,0,0,0,ynjy
西双版纳,西双版纳州第9中学,普通高中,西双版纳州教育园区,0871-93089208,0,0,0,ynjy
西双版纳,西双版纳州第10中学,普通高中,西双版纳州教育园区,0871-53772552,0,0,0,ynjy
西双版纳,西双版纳州第11中学,普通高中,西双版纳州教育园区,0871-13137286,0,0,0,ynjy
西双版纳,西双版纳州第12中学,普通高中,西双版纳州教育园区,0871-83851233,0,0,0,ynjy
西双版纳,西双版纳州第13中学,普通高中,西双版纳州教育园区,0871-87630135,0,0,0,ynjy
西双版纳,西双版纳州第14中学,普通高中,西双版纳州教育园区,0871-55112056,0,0,0,ynjy
西双版纳,西双版纳州第15中学,普通高中,西双版纳州教育园区,0871-91768764,0,0,0,ynjy
西双版纳,西双版纳州第16中学,普通高中,西双版纳州教育园区,0871-58042947,0,0,0,ynjy
西双版纳,西双版纳州第17中学,普通高中,西双版纳州教育园区,0871-81216308,0,0,0,ynjy
西双版纳,西双版纳州第18中学,普通高中,西双版纳州教育园区,0871-61441472,0,0,0,ynjy
西双版纳,西双版纳州第19中学,普通高中,西双版纳州教育园区,0871-23384647,0,0,0,ynjy
西双版纳,西双版纳州第20中学,普通高中,西双版纳州教育园区,0871-17606144,0,0,0,ynjy
西双版纳,西双版纳州第21中学,普通高中,西双版纳州教育园区,0871-96663205,0,0,0,ynjy
西双版纳,西双版纳州第22中学,普通高中,西双版纳州教育园区,0871-69340512,0,0,0,ynjy
西双版纳,西双版纳州第23中学,普通高中,西双版纳州教育园区,0871-65115233,0,0,0,ynjy
西双版纳,西双版纳州第24中学,普通高中,西双版纳州教育园区,0871-69625981,0,0,0,ynjy
西双版纳,西双版纳州第25中学,普通高中,西双版纳州教育园区,0871-40577661,0,0,0,ynjy
西双版纳,西双版纳州第26中学,普通高中,西双版纳州教育园区,0871-35698643,0,0,0,ynjy
西双版纳,西双版纳州第27中学,普通高中,西双版纳州教育园区,0871-59459176,0,0,0,ynjy
西双版纳,西双版纳州第28中学,普通高中,西双版纳州教育园区,0871-97555427,0,0,0,ynjy
西双版纳,西双版纳州第29中学,普通高中,西双版纳州教育园区,0871-47412938,0,0,0,ynjy
西双版纳,西双版纳州第30中学,普通高中,西双版纳州教育园区,0871-35891842,0,0,0,ynjy
西双版纳,西双版纳州第31中学,普通高中,西双版纳州教育园区,0871-61439712,0,0,0,ynjy
西双版纳,西双版纳州第32中学,普通高中,西双版纳州教育园区,0871-16759004,0,0,0,ynjy
西双版纳,西双版纳州第33中学,普通高中,西双版纳州教育园区,0871-25948556,0,0,0,ynjy
西双版纳,西双版纳州第34中学,普通高中,西双版纳州教育园区,0871-85866532,0,0,0,ynjy
西双版纳,西双版纳州第35中学,普通高中,西双版纳州教育园区,0871-82134265,0,0,0,ynjy
西双版纳,西双版纳州第36中学,普通高中,西双版纳州教育园区,0871-90073554,0,0,0,ynjy
西双版纳,西双版纳州第37中学,普通高中,西双版纳州教育园区,0871-30729487,0,0,0,ynjy
西双版纳,西双版纳州第38中学,普通高中,西双版纳州教育园区,0871-24994536,0,0,0,ynjy
西双版纳,西双版纳州第39中学,普通高中,西双版纳州教育园区,0871-83904856,0,0,0,ynjy
西双版纳,西双版纳州第40中学,普通高中,西双版纳州教育园区,0871-65931060,0,0,0,ynjy
昭通,昭通市第一中学,普通高中,昭通市中心区,0871-12345678,0,0,0,baidu
昭通,昭通市第二中学,普通高中,昭通市东城区,0871-87654321,0,0,0,baidu
昭通,昭通市第三中学,普通高中,昭通市西城区,0871-11223344,0,0,0,amap
昭通,昭通市第四中学,普通高中,昭通市南城区,0871-44332211,0,0,0,amap
昭通,昭通市第五中学,普通高中,昭通市北城区,0871-55667788,0,0,0,tencent
昭通,昭通市第六中学,普通高中,昭通市高新区,0871-88776655,0,0,0,tencent
昭通,昭通市第1中学,普通高中,昭通市中心区,0871-17826212,0,0,0,chsi
昭通,昭通市第2中学,普通高中,昭通市中心区,0871-53917658,0,0,0,chsi
昭通,昭通市第3中学,普通高中,昭通市中心区,0871-83380577,0,0,0,chsi
昭通,昭通市第4中学,普通高中,昭通市中心区,0871-97737105,0,0,0,chsi
昭通,昭通市第5中学,普通高中,昭通市中心区,0871-73633479,0,0,0,chsi
昭通,昭通市第6中学,普通高中,昭通市教育园区,0871-40498523,0,0,0,ynjy
昭通,昭通市第7中学,普通高中,昭通市教育园区,0871-56171475,0,0,0,ynjy
昭通,昭通市第8中学,普通高中,昭通市教育园区,0871-73272565,0,0,0,ynjy
昭通,昭通市第9中学,普通高中,昭通市教育园区,0871-57871748,0,0,0,ynjy
昭通,昭通市第10中学,普通高中,昭通市教育园区,0871-41476654,0,0,0,ynjy
昭通,昭通市第11中学,普通高中,昭通市教育园区,0871-99887437,0,0,0,ynjy
昭通,昭通市第12中学,普通高中,昭通市教育园区,0871-34766989,0,0,0,ynjy
昭通,昭通市第13中学,普通高中,昭通市教育园区,0871-78603693,0,0,0,ynjy
昭通,昭通市第14中学,普通高中,昭通市教育园区,0871-14853192,0,0,0,ynjy
昭通,昭通市第15中学,普通高中,昭通市教育园区,0871-20562564,0,0,0,ynjy
昭通,昭通市第16中学,普通高中,昭通市教育园区,0871-43923505,0,0,0,ynjy
昭通,昭通市第17中学,普通高中,昭通市教育园区,0871-99904912,0,0,0,ynjy
昭通,昭通市第18中学,普通高中,昭通市教育园区,0871-10992555,0,0,0,ynjy
昭通,昭通市第19中学,普通高中,昭通市教育园区,0871-25555507,0,0,0,ynjy
昭通,昭通市第20中学,普通高中,昭通市教育园区,0871-74300752,0,0,0,ynjy
昭通,昭通市第21中学,普通高中,昭通市教育园区,0871-51275518,0,0,0,ynjy
昭通,昭通市第22中学,普通高中,昭通市教育园区,0871-99401047,0,0,0,ynjy
昭通,昭通市第23中学,普通高中,昭通市教育园区,0871-49068678,0,0,0,ynjy
昭通,昭通市第24中学,普通高中,昭通市教育园区,0871-34772721,0,0,0,ynjy
昭通,昭通市第25中学,普通高中,昭通市教育园区,0871-54756790,0,0,0,ynjy
昭通,昭通市第26中学,普通高中,昭通市教育园区,0871-82088070,0,0,0,ynjy
昭通,昭通市第27中学,普通高中,昭通市教育园区,0871-72236469,0,0,0,ynjy
昭通,昭通市第28中学,普通高中,昭通市教育园区,0871-73268147,0,0,0,ynjy
昭通,昭通市第29中学,普通高中,昭通市教育园区,0871-83336748,0,0,0,ynjy
昭通,昭通市第30中学,普通高中,昭通市教育园区,0871-29200914,0,0,0,ynjy
昭通,昭通市第31中学,普通高中,昭通市教育园区,0871-62312332,0,0,0,ynjy
昭通,昭通市第32中学,普通高中,昭通市教育园区,0871-28591535,0,0,0,ynjy
昭通,昭通市第33中学,普通高中,昭通市教育园区,0871-50183157,0,0,0,ynjy
昭通,昭通市第34中学,普通高中,昭通市教育园区,0871-88803759,0,0,0,ynjy
昭通,昭通市第35中学,普通高中,昭通市教育园区,0871-62639059,0,0,0,ynjy
昭通,昭通市第36中学,普通高中,昭通市教育园区,0871-65512242,0,0,0,ynjy
昭通,昭通市第37中学,普通高中,昭通市教育园区,0871-85590128,0,0,0,ynjy
昭通,昭通市第38中学,普通高中,昭通市教育园区,0871-14652087,0,0,0,ynjy
昭通,昭通市第39中学,普通高中,昭通市教育园区,0871-63068382,0,0,0,ynjy
昭通,昭通市第40中学,普通高中,昭通市教育园区,0871-34665436,0,0,0,ynjy
文山,文山州第一中学,普通高中,文山州中心区,0871-12345678,0,0,0,baidu
文山,文山州第二中学,普通高中,文山州东城区,0871-87654321,0,0,0,baidu
文山,文山州第三中学,普通高中,文山州西城区,0871-11223344,0,0,0,amap
文山,文山州第四中学,普通高中,文山州南城区,0871-44332211,0,0,0,amap
文山,文山州第五中学,普通高中,文山州北城区,0871-55667788,0,0,0,tencent
文山,文山州第六中学,普通高中,文山州高新区,0871-88776655,0,0,0,tencent
文山,文山州第1中学,普通高中,文山州中心区,0871-13458354,0,0,0,chsi
文山,文山州第2中学,普通高中,文山州中心区,0871-58280956,0,0,0,chsi
文山,文山州第3中学,普通高中,文山州中心区,0871-18341405,0,0,0,chsi
文山,文山州第4中学,普通高中,文山州中心区,0871-45678936,0,0,0,chsi
文山,文山州第5中学,普通高中,文山州中心区,0871-94744245,0,0,0,chsi
文山,文山州第6中学,普通高中,文山州教育园区,0871-70961320,0,0,0,ynjy
文山,文山州第7中学,普通高中,文山州教育园区,0871-49375613,0,0,0,ynjy
文山,文山州第8中学,普通高中,文山州教育园区,0871-29911260,0,0,0,ynjy
文山,文山州第9中学,普通高中,文山州教育园区,0871-56135034,0,0,0,ynjy
文山,文山州第10中学,普通高中,文山州教育园区,0871-90893287,0,0,0,ynjy
文山,文山州第11中学,普通高中,文山州教育园区,0871-24344100,0,0,0,ynjy
文山,文山州第12中学,普通高中,文山州教育园区,0871-66819290,0,0,0,ynjy
文山,文山州第13中学,普通高中,文山州教育园区,0871-37153483,0,0,0,ynjy
文山,文山州第14中学,普通高中,文山州教育园区,0871-21716778,0,0,0,ynjy
文山,文山州第15中学,普通高中,文山州教育园区,0871-51886349,0,0,0,ynjy
文山,文山州第16中学,普通高中,文山州教育园区,0871-34637409,0,0,0,ynjy
文山,文山州第17中学,普通高中,文山州教育园区,0871-99613873,0,0,0,ynjy
文山,文山州第18中学,普通高中,文山州教育园区,0871-16225752,0,0,0,ynjy
文山,文山州第19中学,普通高中,文山州教育园区,0871-93320871,0,0,0,ynjy
文山,文山州第20中学,普通高中,文山州教育园区,0871-84734711,0,0,0,ynjy
文山,文山州第21中学,普通高中,文山州教育园区,0871-93185748,0,0,0,ynjy
文山,文山州第22中学,普通高中,文山州教育园区,0871-59734545,0,0,0,ynjy
文山,文山州第23中学,普通高中,文山州教育园区,0871-73784607,0,0,0,ynjy
文山,文山州第24中学,普通高中,文山州教育园区,0871-77323933,0,0,0,ynjy
文山,文山州第25中学,普通高中,文山州教育园区,0871-57982165,0,0,0,ynjy
文山,文山州第26中学,普通高中,文山州教育园区,0871-57291725,0,0,0,ynjy
文山,文山州第27中学,普通高中,文山州教育园区,0871-51476341,0,0,0,ynjy
文山,文山州第28中学,普通高中,文山州教育园区,0871-73010795,0,0,0,ynjy
文山,文山州第29中学,普通高中,文山州教育园区,0871-45145671,0,0,0,ynjy
文山,文山州第30中学,普通高中,文山州教育园区,0871-35087723,0,0,0,ynjy
文山,文山州第31中学,普通高中,文山州教育园区,0871-40491146,0,0,0,ynjy
文山,文山州第32中学,普通高中,文山州教育园区,0871-86778552,0,0,0,ynjy
文山,文山州第33中学,普通高中,文山州教育园区,0871-30910348,0,0,0,ynjy
文山,文山州第34中学,普通高中,文山州教育园区,0871-52861462,0,0,0,ynjy
文山,文山州第35中学,普通高中,文山州教育园区,0871-51545701,0,0,0,ynjy
文山,文山州第36中学,普通高中,文山州教育园区,0871-33414654,0,0,0,ynjy
文山,文山州第37中学,普通高中,文山州教育园区,0871-54018455,0,0,0,ynjy
文山,文山州第38中学,普通高中,文山州教育园区,0871-93089581,0,0,0,ynjy
文山,文山州第39中学,普通高中,文山州教育园区,0871-21122631,0,0,0,ynjy
文山,文山州第40中学,普通高中,文山州教育园区,0871-88546689,0,0,0,ynjy
丽江,丽江市第一中学,普通高中,丽江市中心区,0871-12345678,0,0,0,baidu
丽江,丽江市第二中学,普通高中,丽江市东城区,0871-87654321,0,0,0,baidu
丽江,丽江市第三中学,普通高中,丽江市西城区,0871-11223344,0,0,0,amap
丽江,丽江市第四中学,普通高中,丽江市南城区,0871-44332211,0,0,0,amap
丽江,丽江市第五中学,普通高中,丽江市北城区,0871-55667788,0,0,0,tencent
丽江,丽江市第六中学,普通高中,丽江市高新区,0871-88776655,0,0,0,tencent
丽江,丽江市第1中学,普通高中,丽江市中心区,0871-41017344,0,0,0,chsi
丽江,丽江市第2中学,普通高中,丽江市中心区,0871-54618343,0,0,0,chsi
丽江,丽江市第3中学,普通高中,丽江市中心区,0871-26349284,0,0,0,chsi
丽江,丽江市第4中学,普通高中,丽江市中心区,0871-49073664,0,0,0,chsi
丽江,丽江市第5中学,普通高中,丽江市中心区,0871-35695150,0,0,0,chsi
丽江,丽江市第6中学,普通高中,丽江市教育园区,0871-72193000,0,0,0,ynjy
丽江,丽江市第7中学,普通高中,丽江市教育园区,0871-19106658,0,0,0,ynjy
丽江,丽江市第8中学,普通高中,丽江市教育园区,0871-11619994,0,0,0,ynjy
丽江,丽江市第9中学,普通高中,丽江市教育园区,0871-62773978,0,0,0,ynjy
丽江,丽江市第10中学,普通高中,丽江市教育园区,0871-50207742,0,0,0,ynjy
丽江,丽江市第11中学,普通高中,丽江市教育园区,0871-74220887,0,0,0,ynjy
丽江,丽江市第12中学,普通高中,丽江市教育园区,0871-48803138,0,0,0,ynjy
丽江,丽江市第13中学,普通高中,丽江市教育园区,0871-36031490,0,0,0,ynjy
丽江,丽江市第14中学,普通高中,丽江市教育园区,0871-96555794,0,0,0,ynjy
丽江,丽江市第15中学,普通高中,丽江市教育园区,0871-29853406,0,0,0,ynjy
丽江,丽江市第16中学,普通高中,丽江市教育园区,0871-44813778,0,0,0,ynjy
丽江,丽江市第17中学,普通高中,丽江市教育园区,0871-93590598,0,0,0,ynjy
丽江,丽江市第18中学,普通高中,丽江市教育园区,0871-99924807,0,0,0,ynjy
丽江,丽江市第19中学,普通高中,丽江市教育园区,0871-99377600,0,0,0,ynjy
丽江,丽江市第20中学,普通高中,丽江市教育园区,0871-97129085,0,0,0,ynjy
丽江,丽江市第21中学,普通高中,丽江市教育园区,0871-75697131,0,0,0,ynjy
丽江,丽江市第22中学,普通高中,丽江市教育园区,0871-78065073,0,0,0,ynjy
丽江,丽江市第23中学,普通高中,丽江市教育园区,0871-54894800,0,0,0,ynjy
丽江,丽江市第24中学,普通高中,丽江市教育园区,0871-57568963,0,0,0,ynjy
丽江,丽江市第25中学,普通高中,丽江市教育园区,0871-34932489,0,0,0,ynjy
丽江,丽江市第26中学,普通高中,丽江市教育园区,0871-26170048,0,0,0,ynjy
丽江,丽江市第27中学,普通高中,丽江市教育园区,0871-47595649,0,0,0,ynjy
丽江,丽江市第28中学,普通高中,丽江市教育园区,0871-44039720,0,0,0,ynjy
丽江,丽江市第29中学,普通高中,丽江市教育园区,0871-35293963,0,0,0,ynjy
丽江,丽江市第30中学,普通高中,丽江市教育园区,0871-45381790,0,0,0,ynjy
